,ticker,period,mktcap,tao1,tao2,vol
5935,ETS_ENTERASYS NETWORKS INC,5.0,cap1,5364.92237783,3449.22613133,decreacingVol
7308,ETS_ENTERASYS NETWORKS INC,6.0,nan,,,normalVol
8681,ETS_ENTERASYS NETWORKS INC,7.0,nan,,,normalVol
1817,EVHC_ENVISION HEALTHCARE CORP,2.0,nan,,,normalVol
3190,EVHC_ENVISION HEALTHCARE CORP,3.0,nan,,,normalVol
4563,EVHC_ENVISION HEALTHCARE CORP,4.0,nan,,,normalVol
5936,EVHC_ENVISION HEALTHCARE CORP,5.0,nan,,,normalVol
7309,EVHC_ENVISION HEALTHCARE CORP,6.0,nan,,,normalVol
8682,EVHC_ENVISION HEALTHCARE CORP,7.0,nan,179.908329499,124.834074604,decreacingVol
1818,EVT_ENVIROTECH CORP,2.0,nan,,,normalVol
3191,EVT_ENVIROTECH CORP,3.0,nan,,,normalVol
4564,EVT_ENVIROTECH CORP,4.0,nan,,,normalVol
5937,EVT_ENVIROTECH CORP,5.0,nan,,,normalVol
7310,EVT_ENVIROTECH CORP,6.0,nan,,,normalVol
8683,EVT_ENVIROTECH CORP,7.0,nan,,,normalVol
1819,EVY_EVANS PRODUCTS CO,2.0,nan,,,normalVol
3192,EVY_EVANS PRODUCTS CO,3.0,nan,,,normalVol
4565,EVY_EVANS PRODUCTS CO,4.0,nan,,,normalVol
5938,EVY_EVANS PRODUCTS CO,5.0,nan,,,normalVol
7311,EVY_EVANS PRODUCTS CO,6.0,nan,,,normalVol
8684,EVY_EVANS PRODUCTS CO,7.0,nan,,,normalVol
1820,EW_EDWARDS LIFESCIENCES CORP,2.0,nan,,,normalVol
3193,EW_EDWARDS LIFESCIENCES CORP,3.0,nan,,,normalVol
4566,EW_EDWARDS LIFESCIENCES CORP,4.0,nan,1743.37535969,919.056784631,decreacingVol
5939,EW_EDWARDS LIFESCIENCES CORP,5.0,cap1,4428.71853786,4098.93573911,normalVol
7312,EW_EDWARDS LIFESCIENCES CORP,6.0,cap2,5856.26246811,5569.31089744,normalVol
8685,EW_EDWARDS LIFESCIENCES CORP,7.0,cap3,6750.30678579,5740.54662144,normalVol
1821,EXC_EXELON CORP,2.0,nan,,,normalVol
3194,EXC_EXELON CORP,3.0,nan,,,normalVol
4567,EXC_EXELON CORP,4.0,nan,675.605504793,718.780954146,normalVol
5940,EXC_EXELON CORP,5.0,cap5,2273.73480551,2815.01493627,increasingVol
7313,EXC_EXELON CORP,6.0,cap5,3917.92113559,4720.10897144,increasingVol
8686,EXC_EXELON CORP,7.0,cap4,5411.61734552,4802.42223594,normalVol
1822,EXPD_EXPEDITORS INTERNATIONAL WA INC,2.0,cap1,2882.79024958,2136.94799929,decreacingVol
3195,EXPD_EXPEDITORS INTERNATIONAL WA INC,3.0,cap1,1956.78235103,2559.00519139,increasingVol
4568,EXPD_EXPEDITORS INTERNATIONAL WA INC,4.0,cap2,3862.86536854,4759.86059808,increasingVol
5941,EXPD_EXPEDITORS INTERNATIONAL WA INC,5.0,cap3,4891.34051393,5176.82713477,normalVol
7314,EXPD_EXPEDITORS INTERNATIONAL WA INC,6.0,cap3,7413.07309935,5666.54672522,decreacingVol
8687,EXPD_EXPEDITORS INTERNATIONAL WA INC,7.0,cap2,5109.9503536,4786.84370582,normalVol
1823,EXPE_EXPEDIA INC,2.0,nan,,,normalVol
3196,EXPE_EXPEDIA INC,3.0,nan,,,normalVol
4569,EXPE_EXPEDIA INC,4.0,nan,1464.19567139,2837.02665711,increasingVol
5942,EXPE_EXPEDIA INC,5.0,nan,12096.8969946,13900.6661181,normalVol
7315,EXPE_EXPEDIA INC,6.0,nan,,,normalVol
8688,EXPE_EXPEDIA INC,7.0,nan,,,normalVol
1824,EXR_EXTRA SPACE STORAGE INC,2.0,nan,,,normalVol
3197,EXR_EXTRA SPACE STORAGE INC,3.0,nan,,,normalVol
4570,EXR_EXTRA SPACE STORAGE INC,4.0,nan,,,normalVol
5943,EXR_EXTRA SPACE STORAGE INC,5.0,nan,1611.35788714,1526.91204521,normalVol
7316,EXR_EXTRA SPACE STORAGE INC,6.0,cap1,6977.97507305,5904.27351788,normalVol
8689,EXR_EXTRA SPACE STORAGE INC,7.0,cap2,4961.86314251,5039.49168587,normalVol
1825,E_TRANSCO ENERGY CO,2.0,cap3,2497.068051,2210.92372927,normalVol
3198,E_TRANSCO ENERGY CO,3.0,nan,1759.42223269,1131.68583293,decreacingVol
4571,E_TRANSCO ENERGY CO,4.0,nan,,,normalVol
5944,E_TRANSCO ENERGY CO,5.0,nan,,,normalVol
7317,E_TRANSCO ENERGY CO,6.0,nan,,,normalVol
8690,E_TRANSCO ENERGY CO,7.0,nan,,,normalVol
1826,FAST_FASTENAL COMPANY,2.0,cap1,2014.5148288,2223.17588628,normalVol
3199,FAST_FASTENAL COMPANY,3.0,cap2,2378.57789024,3373.71613866,increasingVol
4572,FAST_FASTENAL COMPANY,4.0,cap2,4734.05703893,5197.18558739,normalVol
5945,FAST_FASTENAL COMPANY,5.0,cap2,5128.81545424,4762.75812792,normalVol
7318,FAST_FASTENAL COMPANY,6.0,cap3,7914.61009752,5453.22423113,decreacingVol
8691,FAST_FASTENAL COMPANY,7.0,cap3,4365.19239827,5615.32919087,increasingVol
1827,FBF_FLEETBOSTON FINANCIAL CORP,2.0,nan,,,normalVol
3200,FBF_FLEETBOSTON FINANCIAL CORP,3.0,nan,,,normalVol
4573,FBF_FLEETBOSTON FINANCIAL CORP,4.0,nan,811.415285873,916.161359341,normalVol
5946,FBF_FLEETBOSTON FINANCIAL CORP,5.0,nan,1171.81228178,1199.24991145,normalVol
7319,FBF_FLEETBOSTON FINANCIAL CORP,6.0,nan,,,normalVol
8692,FBF_FLEETBOSTON FINANCIAL CORP,7.0,nan,,,normalVol
1828,FBG_FABERGE INC,2.0,nan,,,normalVol
3201,FBG_FABERGE INC,3.0,nan,,,normalVol
4574,FBG_FABERGE INC,4.0,nan,,,normalVol
5947,FBG_FABERGE INC,5.0,nan,,,normalVol
7320,FBG_FABERGE INC,6.0,nan,,,normalVol
8693,FBG_FABERGE INC,7.0,nan,,,normalVol
1829,FBHS_FORTUNE BRANDS HOME & SECUR INC,2.0,nan,,,normalVol
3202,FBHS_FORTUNE BRANDS HOME & SECUR INC,3.0,nan,,,normalVol
4575,FBHS_FORTUNE BRANDS HOME & SECUR INC,4.0,nan,,,normalVol
5948,FBHS_FORTUNE BRANDS HOME & SECUR INC,5.0,nan,,,normalVol
7321,FBHS_FORTUNE BRANDS HOME & SECUR INC,6.0,nan,384.321125922,136.975999791,decreacingVol
8694,FBHS_FORTUNE BRANDS HOME & SECUR INC,7.0,cap2,5398.87733483,5689.78251494,normalVol
1830,FBN_FURNITURE BRANDS INTL INC,2.0,nan,,,normalVol
3203,FBN_FURNITURE BRANDS INTL INC,3.0,nan,199.682487039,337.902297162,increasingVol
4576,FBN_FURNITURE BRANDS INTL INC,4.0,cap1,2962.31588661,3968.74493768,increasingVol
5949,FBN_FURNITURE BRANDS INTL INC,5.0,cap1,6222.44918701,8327.00823325,increasingVol
7322,FBN_FURNITURE BRANDS INTL INC,6.0,cap1,12147.037626,5204.39038204,decreacingVol
8695,FBN_FURNITURE BRANDS INTL INC,7.0,nan,1172.90558339,2162.87569562,increasingVol
1831,FBO_FEDERAL PAPER BOARD INC,2.0,cap2,2758.02129993,2559.3893016,normalVol
3204,FBO_FEDERAL PAPER BOARD INC,3.0,cap2,1960.6610191,2943.13268451,increasingVol
4577,FBO_FEDERAL PAPER BOARD INC,4.0,nan,,,normalVol
5950,FBO_FEDERAL PAPER BOARD INC,5.0,nan,,,normalVol
7323,FBO_FEDERAL PAPER BOARD INC,6.0,nan,,,normalVol
8696,FBO_FEDERAL PAPER BOARD INC,7.0,nan,,,normalVol
1832,FB_FACEBOOK INC,2.0,nan,,,normalVol
3205,FB_FACEBOOK INC,3.0,nan,,,normalVol
4578,FB_FACEBOOK INC,4.0,nan,,,normalVol
5951,FB_FACEBOOK INC,5.0,nan,,,normalVol
7324,FB_FACEBOOK INC,6.0,nan,,,normalVol
8697,FB_FACEBOOK INC,7.0,cap5,20817.6371117,6981.36001699,decreacingVol
1833,FCF_FIRST CHARTER FINL CORP,2.0,nan,,,normalVol
3206,FCF_FIRST CHARTER FINL CORP,3.0,nan,,,normalVol
4579,FCF_FIRST CHARTER FINL CORP,4.0,nan,,,normalVol
5952,FCF_FIRST CHARTER FINL CORP,5.0,nan,,,normalVol
7325,FCF_FIRST CHARTER FINL CORP,6.0,nan,,,normalVol
8698,FCF_FIRST CHARTER FINL CORP,7.0,nan,,,normalVol
1834,FCN_FIRST CHICAGO N B D CORP,2.0,nan,,,normalVol
3207,FCN_FIRST CHICAGO N B D CORP,3.0,nan,326.78896086,342.635060644,normalVol
4580,FCN_FIRST CHICAGO N B D CORP,4.0,nan,602.290348049,716.536368975,normalVol
5953,FCN_FIRST CHICAGO N B D CORP,5.0,nan,,,normalVol
7326,FCN_FIRST CHICAGO N B D CORP,6.0,nan,,,normalVol
8699,FCN_FIRST CHICAGO N B D CORP,7.0,nan,,,normalVol
1835,FCPT_FOUR CORNERS PROPERTY TRUST INC,2.0,nan,,,normalVol
3208,FCPT_FOUR CORNERS PROPERTY TRUST INC,3.0,nan,,,normalVol
4581,FCPT_FOUR CORNERS PROPERTY TRUST INC,4.0,nan,,,normalVol
5954,FCPT_FOUR CORNERS PROPERTY TRUST INC,5.0,nan,,,normalVol
7327,FCPT_FOUR CORNERS PROPERTY TRUST INC,6.0,nan,,,normalVol
8700,FCPT_FOUR CORNERS PROPERTY TRUST INC,7.0,nan,2550.38241885,1281.05153031,decreacingVol
1836,FCX_FREEPORT MCMORAN INC,2.0,nan,,,normalVol
3209,FCX_FREEPORT MCMORAN INC,3.0,nan,,,normalVol
4582,FCX_FREEPORT MCMORAN INC,4.0,nan,,,normalVol
5955,FCX_FREEPORT MCMORAN INC,5.0,nan,,,normalVol
7328,FCX_FREEPORT MCMORAN INC,6.0,nan,,,normalVol
8701,FCX_FREEPORT MCMORAN INC,7.0,nan,6118.65453103,10280.9546606,increasingVol
1837,FDC_FIRST DATA CORP NEW,2.0,nan,,,normalVol
3210,FDC_FIRST DATA CORP NEW,3.0,nan,,,normalVol
4583,FDC_FIRST DATA CORP NEW,4.0,nan,,,normalVol
5956,FDC_FIRST DATA CORP NEW,5.0,nan,,,normalVol
7329,FDC_FIRST DATA CORP NEW,6.0,nan,,,normalVol
8702,FDC_FIRST DATA CORP NEW,7.0,nan,4117.17386189,2343.94665753,decreacingVol
1838,FDC_FIRST DATA CORP,2.0,nan,,,normalVol
3211,FDC_FIRST DATA CORP,3.0,cap5,1317.37802909,1860.03642711,increasingVol
4584,FDC_FIRST DATA CORP,4.0,cap5,2908.02646425,2650.1709447,normalVol
5957,FDC_FIRST DATA CORP,5.0,cap5,3736.2146635,3149.18994819,normalVol
7330,FDC_FIRST DATA CORP,6.0,nan,1169.36881548,1448.89150676,increasingVol
8703,FDC_FIRST DATA CORP,7.0,nan,,,normalVol
1839,FDO_FAMILY DOLLAR STORES INC,2.0,cap1,1910.73518764,1587.15269827,decreacingVol
3212,FDO_FAMILY DOLLAR STORES INC,3.0,cap2,1833.79946634,1818.79900828,normalVol
4585,FDO_FAMILY DOLLAR STORES INC,4.0,cap2,2126.12066828,2863.88251188,increasingVol
5958,FDO_FAMILY DOLLAR STORES INC,5.0,cap3,4002.12323096,5714.64281063,increasingVol
7331,FDO_FAMILY DOLLAR STORES INC,6.0,cap2,13136.8197326,11511.6919789,normalVol
8704,FDO_FAMILY DOLLAR STORES INC,7.0,nan,5952.14636577,6764.24249939,normalVol
1840,FDX_FEDEX CORP,2.0,nan,,,normalVol
3213,FDX_FEDEX CORP,3.0,nan,,,normalVol
4586,FDX_FEDEX CORP,4.0,nan,1011.7597629,949.650491707,normalVol
5959,FDX_FEDEX CORP,5.0,cap5,3477.19225762,3661.57472857,normalVol
7332,FDX_FEDEX CORP,6.0,cap5,6064.07579918,6021.31325391,normalVol
8705,FDX_FEDEX CORP,7.0,cap5,4489.88257932,3864.35421462,normalVol
1841,FE_FIRSTENERGY CORP,2.0,nan,,,normalVol
3214,FE_FIRSTENERGY CORP,3.0,nan,,,normalVol
4587,FE_FIRSTENERGY CORP,4.0,cap4,1222.99296431,1891.66998419,increasingVol
5960,FE_FIRSTENERGY CORP,5.0,cap4,2747.21141914,2401.71803118,normalVol
7333,FE_FIRSTENERGY CORP,6.0,cap4,4529.17439262,5827.74328087,increasingVol
8706,FE_FIRSTENERGY CORP,7.0,cap3,5084.87100781,5418.33237938,normalVol
1842,FFB_FIRST FIDELITY BANCORP NEW,2.0,cap3,1333.04563773,1077.79053659,decreacingVol
3215,FFB_FIRST FIDELITY BANCORP NEW,3.0,cap4,1106.00431526,1147.43543849,normalVol
4588,FFB_FIRST FIDELITY BANCORP NEW,4.0,nan,,,normalVol
5961,FFB_FIRST FIDELITY BANCORP NEW,5.0,nan,,,normalVol
7334,FFB_FIRST FIDELITY BANCORP NEW,6.0,nan,,,normalVol
8707,FFB_FIRST FIDELITY BANCORP NEW,7.0,nan,,,normalVol
1843,FFB_FIRST FIDELITY BANCORPORATION,2.0,nan,253.941030071,248.367774173,normalVol
3216,FFB_FIRST FIDELITY BANCORPORATION,3.0,nan,,,normalVol
4589,FFB_FIRST FIDELITY BANCORPORATION,4.0,nan,,,normalVol
5962,FFB_FIRST FIDELITY BANCORPORATION,5.0,nan,,,normalVol
7335,FFB_FIRST FIDELITY BANCORPORATION,6.0,nan,,,normalVol
8708,FFB_FIRST FIDELITY BANCORPORATION,7.0,nan,,,normalVol
1844,FFIV_F 5 NETWORKS INC,2.0,nan,,,normalVol
3217,FFIV_F 5 NETWORKS INC,3.0,nan,,,normalVol
4590,FFIV_F 5 NETWORKS INC,4.0,nan,13587.8117294,10996.2824926,decreacingVol
5963,FFIV_F 5 NETWORKS INC,5.0,cap1,18657.6573308,20066.3937332,normalVol
7336,FFIV_F 5 NETWORKS INC,6.0,cap2,19198.6927824,18470.5147415,normalVol
8709,FFIV_F 5 NETWORKS INC,7.0,cap2,14192.1744347,8968.06776818,decreacingVol
1845,FG_U S F & G CORP,2.0,cap4,4105.85728809,2490.46522671,decreacingVol
3218,FG_U S F & G CORP,3.0,cap2,2600.51501228,2215.13599441,normalVol
4591,FG_U S F & G CORP,4.0,nan,640.754885489,945.902790807,increasingVol
5964,FG_U S F & G CORP,5.0,nan,,,normalVol
7337,FG_U S F & G CORP,6.0,nan,,,normalVol
8710,FG_U S F & G CORP,7.0,nan,,,normalVol
1846,FHN_FIRST HORIZON NATIONAL CORP,2.0,nan,,,normalVol
3219,FHN_FIRST HORIZON NATIONAL CORP,3.0,nan,,,normalVol
4592,FHN_FIRST HORIZON NATIONAL CORP,4.0,nan,,,normalVol
5965,FHN_FIRST HORIZON NATIONAL CORP,5.0,nan,1805.26319293,1972.41260211,normalVol
7338,FHN_FIRST HORIZON NATIONAL CORP,6.0,cap1,15742.7887647,9876.63514808,decreacingVol
8711,FHN_FIRST HORIZON NATIONAL CORP,7.0,cap1,9488.87901402,6030.29190865,decreacingVol
1847,FII_FEDERATED INVESTORS INC PA,2.0,nan,,,normalVol
3220,FII_FEDERATED INVESTORS INC PA,3.0,nan,,,normalVol
4593,FII_FEDERATED INVESTORS INC PA,4.0,nan,968.118705374,872.48220101,normalVol
5966,FII_FEDERATED INVESTORS INC PA,5.0,cap2,2495.74598814,3080.70824417,increasingVol
7339,FII_FEDERATED INVESTORS INC PA,6.0,cap1,8672.40512799,7953.7458608,normalVol
8712,FII_FEDERATED INVESTORS INC PA,7.0,cap1,6115.80873887,4083.54426931,decreacingVol
1848,FIN_FINANCIAL CORP AMER,2.0,nan,1610.23736128,885.451761103,decreacingVol
3221,FIN_FINANCIAL CORP AMER,3.0,nan,,,normalVol
4594,FIN_FINANCIAL CORP AMER,4.0,nan,,,normalVol
5967,FIN_FINANCIAL CORP AMER,5.0,nan,,,normalVol
7340,FIN_FINANCIAL CORP AMER,6.0,nan,,,normalVol
8713,FIN_FINANCIAL CORP AMER,7.0,nan,,,normalVol
1849,FIR_FIRESTONE TIRE & RUBBER CO,2.0,nan,850.058326591,1511.22598583,increasingVol
3222,FIR_FIRESTONE TIRE & RUBBER CO,3.0,nan,,,normalVol
4595,FIR_FIRESTONE TIRE & RUBBER CO,4.0,nan,,,normalVol
5968,FIR_FIRESTONE TIRE & RUBBER CO,5.0,nan,,,normalVol
7341,FIR_FIRESTONE TIRE & RUBBER CO,6.0,nan,,,normalVol
8714,FIR_FIRESTONE TIRE & RUBBER CO,7.0,nan,,,normalVol
1850,FISV_FISERV INC,2.0,cap1,2057.80758382,2512.01472891,increasingVol
3223,FISV_FISERV INC,3.0,cap2,2455.73278186,3268.19265966,increasingVol
4596,FISV_FISERV INC,4.0,cap3,3682.79908852,5669.28968262,increasingVol
5969,FISV_FISERV INC,5.0,cap3,6126.05611208,4874.42545377,decreacingVol
7342,FISV_FISERV INC,6.0,cap3,7233.39284628,5554.97657888,decreacingVol
8715,FISV_FISERV INC,7.0,cap4,3160.56427058,3050.71388496,normalVol
1851,FIS_FIDELITY NATIONAL INFO SVCS INC,2.0,nan,,,normalVol
3224,FIS_FIDELITY NATIONAL INFO SVCS INC,3.0,nan,,,normalVol
4597,FIS_FIDELITY NATIONAL INFO SVCS INC,4.0,nan,,,normalVol
5970,FIS_FIDELITY NATIONAL INFO SVCS INC,5.0,nan,515.217990342,459.462406702,normalVol
7343,FIS_FIDELITY NATIONAL INFO SVCS INC,6.0,cap3,6351.87071542,5668.28325309,normalVol
8716,FIS_FIDELITY NATIONAL INFO SVCS INC,7.0,cap4,3548.65848848,3447.92820259,normalVol
1852,FITB_FIFTH THIRD BANCORP,2.0,cap3,616.648188092,740.9377847,increasingVol
3225,FITB_FIFTH THIRD BANCORP,3.0,cap4,751.619021485,1284.91089087,increasingVol
4598,FITB_FIFTH THIRD BANCORP,4.0,cap5,1471.51863652,2125.57666193,increasingVol
5971,FITB_FIFTH THIRD BANCORP,5.0,cap5,2524.90011254,2603.67481994,normalVol
7344,FITB_FIFTH THIRD BANCORP,6.0,cap4,16649.2571153,12204.1412515,decreacingVol
8717,FITB_FIFTH THIRD BANCORP,7.0,cap3,6666.61469474,6129.23526177,normalVol
1853,FJ_FORT JAMES CORP,2.0,nan,,,normalVol
3226,FJ_FORT JAMES CORP,3.0,nan,,,normalVol
4599,FJ_FORT JAMES CORP,4.0,nan,1699.88252964,1952.89108094,normalVol
5972,FJ_FORT JAMES CORP,5.0,nan,,,normalVol
7345,FJ_FORT JAMES CORP,6.0,nan,,,normalVol
8718,FJ_FORT JAMES CORP,7.0,nan,,,normalVol
1854,FLC_R & B FALCON CORP,2.0,nan,,,normalVol
3227,FLC_R & B FALCON CORP,3.0,nan,,,normalVol
4600,FLC_R & B FALCON CORP,4.0,nan,4702.1398544,4723.67482849,normalVol
5973,FLC_R & B FALCON CORP,5.0,nan,,,normalVol
7346,FLC_R & B FALCON CORP,6.0,nan,,,normalVol
8719,FLC_R & B FALCON CORP,7.0,nan,,,normalVol
1855,FLE_FLEETWOOD ENTERPRISES INC,2.0,cap2,2042.61411865,1872.17223958,normalVol
3228,FLE_FLEETWOOD ENTERPRISES INC,3.0,cap2,2552.66716342,2484.91555205,normalVol
4601,FLE_FLEETWOOD ENTERPRISES INC,4.0,cap1,3126.84256709,4721.18625432,increasingVol
5974,FLE_FLEETWOOD ENTERPRISES INC,5.0,cap1,8263.9514907,8175.05260504,normalVol
7347,FLE_FLEETWOOD ENTERPRISES INC,6.0,nan,2694.35278008,4167.36231629,increasingVol
8720,FLE_FLEETWOOD ENTERPRISES INC,7.0,nan,,,normalVol
1856,FLIR_FLIR SYSTEMS INC,2.0,nan,,,normalVol
3229,FLIR_FLIR SYSTEMS INC,3.0,nan,3691.23889651,2849.85510487,decreacingVol
4602,FLIR_FLIR SYSTEMS INC,4.0,cap1,2677.42871183,5397.54667941,increasingVol
5975,FLIR_FLIR SYSTEMS INC,5.0,cap1,10998.658972,7210.69282688,decreacingVol
7348,FLIR_FLIR SYSTEMS INC,6.0,cap2,8252.35650286,6974.81032385,normalVol
8721,FLIR_FLIR SYSTEMS INC,7.0,cap1,4880.11003395,3838.35862817,decreacingVol
1857,FLM_FLEMING COMPANIES INC,2.0,cap2,1663.8340179,2363.54886407,increasingVol
3230,FLM_FLEMING COMPANIES INC,3.0,cap2,2220.29488198,2202.18126087,normalVol
4603,FLM_FLEMING COMPANIES INC,4.0,cap1,2680.66123545,5470.65980958,increasingVol
5976,FLM_FLEMING COMPANIES INC,5.0,nan,3428.24907119,4540.97688156,increasingVol
7349,FLM_FLEMING COMPANIES INC,6.0,nan,,,normalVol
8722,FLM_FLEMING COMPANIES INC,7.0,nan,,,normalVol
1858,FLR_FLUOR CORP NEW,2.0,nan,,,normalVol
3231,FLR_FLUOR CORP NEW,3.0,nan,,,normalVol
4604,FLR_FLUOR CORP NEW,4.0,nan,1032.88652488,687.258279675,decreacingVol
5977,FLR_FLUOR CORP NEW,5.0,cap2,4285.31077214,5865.38323951,increasingVol
7350,FLR_FLUOR CORP NEW,6.0,cap4,13666.6646668,9179.47691792,decreacingVol
8723,FLR_FLUOR CORP NEW,7.0,cap2,6037.72730242,6695.62537985,normalVol
1859,FLR_FLUOR CORP,2.0,cap4,2312.6557683,2555.87950474,normalVol
3232,FLR_FLUOR CORP,3.0,cap4,2045.82357872,2203.08583875,normalVol
4605,FLR_FLUOR CORP,4.0,cap2,3530.39793615,2643.07900757,decreacingVol
5978,FLR_FLUOR CORP,5.0,nan,,,normalVol
7351,FLR_FLUOR CORP,6.0,nan,,,normalVol
8724,FLR_FLUOR CORP,7.0,nan,,,normalVol
1860,FLS_FLOWSERVE CORP,2.0,nan,,,normalVol
3233,FLS_FLOWSERVE CORP,3.0,nan,,,normalVol
4606,FLS_FLOWSERVE CORP,4.0,cap1,1747.53592591,2425.58292197,increasingVol
5979,FLS_FLOWSERVE CORP,5.0,cap1,4859.56350957,4391.59490648,normalVol
7352,FLS_FLOWSERVE CORP,6.0,cap2,10725.2864694,9183.47985377,normalVol
8725,FLS_FLOWSERVE CORP,7.0,cap2,5201.38689683,6348.53191908,increasingVol
1861,FL_FOOT LOCKER INC,2.0,nan,,,normalVol
3234,FL_FOOT LOCKER INC,3.0,nan,,,normalVol
4607,FL_FOOT LOCKER INC,4.0,nan,,,normalVol
5980,FL_FOOT LOCKER INC,5.0,cap2,3631.78892895,4384.81913233,increasingVol
7353,FL_FOOT LOCKER INC,6.0,cap1,9418.60693683,11419.2333735,increasingVol
8726,FL_FOOT LOCKER INC,7.0,cap2,8637.89086292,10044.8725337,normalVol
1862,FMC_F M C CORP,2.0,cap3,1376.4724607,1050.08822512,decreacingVol
3235,FMC_F M C CORP,3.0,cap3,1188.31795324,1302.28213997,normalVol
4608,FMC_F M C CORP,4.0,cap2,2171.84526468,4895.44746275,increasingVol
5981,FMC_F M C CORP,5.0,cap1,5389.42123827,4534.29973331,normalVol
7354,FMC_F M C CORP,6.0,cap2,8040.63236045,6419.80123853,decreacingVol
8727,FMC_F M C CORP,7.0,cap2,4009.65084657,5904.46533587,increasingVol
1863,FMY_MEYER FRED INC DEL,2.0,nan,,,normalVol
3236,FMY_MEYER FRED INC DEL,3.0,cap2,1068.34769235,2212.15447201,increasingVol
4609,FMY_MEYER FRED INC DEL,4.0,nan,1658.50024629,1515.53406559,normalVol
5982,FMY_MEYER FRED INC DEL,5.0,nan,,,normalVol
7355,FMY_MEYER FRED INC DEL,6.0,nan,,,normalVol
8728,FMY_MEYER FRED INC DEL,7.0,nan,,,normalVol
1864,FNB_FIRST CHICAGO CORP,2.0,cap3,2393.99621191,2326.36974923,normalVol
3237,FNB_FIRST CHICAGO CORP,3.0,cap4,2070.77915081,1924.57484705,normalVol
4610,FNB_FIRST CHICAGO CORP,4.0,nan,,,normalVol
5983,FNB_FIRST CHICAGO CORP,5.0,nan,,,normalVol
7356,FNB_FIRST CHICAGO CORP,6.0,nan,,,normalVol
8729,FNB_FIRST CHICAGO CORP,7.0,nan,,,normalVol
1865,FNC_CITICORP,2.0,nan,,,normalVol
3238,FNC_CITICORP,3.0,nan,,,normalVol
4611,FNC_CITICORP,4.0,nan,,,normalVol
5984,FNC_CITICORP,5.0,nan,,,normalVol
7357,FNC_CITICORP,6.0,nan,,,normalVol
8730,FNC_CITICORP,7.0,nan,,,normalVol
1866,FNM_FEDERAL NATIONAL MORTGAGE ASSN,2.0,cap5,4095.57130722,3061.13930236,decreacingVol
3239,FNM_FEDERAL NATIONAL MORTGAGE ASSN,3.0,cap5,1771.49915384,1816.74261943,normalVol
4612,FNM_FEDERAL NATIONAL MORTGAGE ASSN,4.0,cap5,1513.82157572,2129.16776177,increasingVol
5985,FNM_FEDERAL NATIONAL MORTGAGE ASSN,5.0,cap5,2676.1540214,2722.13789534,normalVol
7358,FNM_FEDERAL NATIONAL MORTGAGE ASSN,6.0,nan,12673.1870922,17781.0530316,increasingVol
8731,FNM_FEDERAL NATIONAL MORTGAGE ASSN,7.0,nan,,,normalVol
1867,FN_ST LOUIS SAN FRANCISCO RY CO,2.0,nan,,,normalVol
3240,FN_ST LOUIS SAN FRANCISCO RY CO,3.0,nan,,,normalVol
4613,FN_ST LOUIS SAN FRANCISCO RY CO,4.0,nan,,,normalVol
5986,FN_ST LOUIS SAN FRANCISCO RY CO,5.0,nan,,,normalVol
7359,FN_ST LOUIS SAN FRANCISCO RY CO,6.0,nan,,,normalVol
8732,FN_ST LOUIS SAN FRANCISCO RY CO,7.0,nan,,,normalVol
1868,FORT_FORT HOWARD CORP NEW,2.0,nan,,,normalVol
3241,FORT_FORT HOWARD CORP NEW,3.0,nan,970.409761563,1152.23370585,normalVol
4614,FORT_FORT HOWARD CORP NEW,4.0,nan,416.344443447,1120.80685548,increasingVol
5987,FORT_FORT HOWARD CORP NEW,5.0,nan,,,normalVol
7360,FORT_FORT HOWARD CORP NEW,6.0,nan,,,normalVol
8733,FORT_FORT HOWARD CORP NEW,7.0,nan,,,normalVol
1869,FOSL_FOSSIL GROUP INC,2.0,nan,,,normalVol
3242,FOSL_FOSSIL GROUP INC,3.0,nan,,,normalVol
4615,FOSL_FOSSIL GROUP INC,4.0,nan,,,normalVol
5988,FOSL_FOSSIL GROUP INC,5.0,nan,,,normalVol
7361,FOSL_FOSSIL GROUP INC,6.0,nan,,,normalVol
8734,FOSL_FOSSIL GROUP INC,7.0,nan,7271.80202918,12278.3577301,increasingVol
1870,FOXA_TWENTY FIRST CENTURY FOX INC,2.0,nan,,,normalVol
3243,FOXA_TWENTY FIRST CENTURY FOX INC,3.0,nan,,,normalVol
4616,FOXA_TWENTY FIRST CENTURY FOX INC,4.0,nan,,,normalVol
5989,FOXA_TWENTY FIRST CENTURY FOX INC,5.0,nan,,,normalVol
7362,FOXA_TWENTY FIRST CENTURY FOX INC,6.0,nan,,,normalVol
8735,FOXA_TWENTY FIRST CENTURY FOX INC,7.0,nan,3917.67117055,4814.74184721,increasingVol
1871,FO_FLINTKOTE CO,2.0,nan,,,normalVol
3244,FO_FLINTKOTE CO,3.0,nan,,,normalVol
4617,FO_FLINTKOTE CO,4.0,nan,,,normalVol
5990,FO_FLINTKOTE CO,5.0,nan,,,normalVol
7363,FO_FLINTKOTE CO,6.0,nan,,,normalVol
8736,FO_FLINTKOTE CO,7.0,nan,,,normalVol
1872,FPA_FIRST PENNSYLVANIA CORP,2.0,nan,1512.98573006,1251.47646011,decreacingVol
3245,FPA_FIRST PENNSYLVANIA CORP,3.0,nan,,,normalVol
4618,FPA_FIRST PENNSYLVANIA CORP,4.0,nan,,,normalVol
